house_id,sqft,bedrooms,bathrooms,lot_size_sqft,year_built,garage_spaces,neighborhood_score,distance_to_cbd_mi,listing_agent_id,photo_count,days_since_repaint,lucky_number,price
H00237,2717.0,4.0,5.0,3490.316665472368,1962.0,0.0,8.3,3.21,1007,38,1598.0,61,494800.0
H00238,2112.0,2.0,1.0,7360.777245218753,2023.0,2.0,5.9,1.38,1024,34,2162.0,39,362000.0
H00239,3673.0,6.0,5.0,15068.877184770527,1962.0,1.0,8.0,0.86,1002,27,1774.0,75,584000.0
H00240,1287.0,5.0,4.0,2937.2799930511487,1994.0,2.0,6.8,1.1,1025,20,3514.0,48,360200.0
H00241,3462.0,4.0,4.0,14515.166252226534,1953.0,2.0,4.1,4.77,1011,34,2326.0,66,450600.0
H00242,1064.0,6.0,5.0,3833.5379412583093,2017.0,2.0,4.0,0.5,1045,9,83.0,61,309600.0
H00243,3784.0,3.0,3.0,,1967.0,2.0,8.5,17.26,1013,23,1914.0,46,588300.0
H00244,3680.0,1.0,1.0,18134.371281971158,2007.0,3.0,8.7,17.67,1010,33,2127.0,12,560900.0
H00245,1013.0,1.0,1.0,1378.6071312266142,1967.0,2.0,7.1,0.5,1001,37,158.0,29,273700.0
H00246,4311.0,6.0,5.0,12462.081413592208,2006.0,2.0,9.2,8.81,1007,12,1405.0,93,721800.0
H00247,2637.0,6.0,5.0,,1978.0,2.0,8.4,8.21,1011,6,3181.0,52,570100.0
H00248,4455.0,5.0,5.0,7830.216194972349,1945.0,1.0,7.7,5.77,1012,15,1302.0,63,623000.0
H00249,803.0,1.0,1.0,1989.7425829660515,1955.0,1.0,4.9,2.04,1037,34,1666.0,26,172700.0
H00250,1479.0,2.0,3.0,7325.576185880866,1997.0,1.0,9.6,5.8,1044,22,807.0,70,354600.0
H00251,3020.0,1.0,2.0,3810.2607169862026,1956.0,1.0,7.5,13.69,1042,5,281.0,49,415500.0
H00252,1522.0,1.0,2.0,4443.5248727644275,1963.0,1.0,5.8,2.45,1047,7,,22,267500.0
H00253,2216.0,2.0,2.0,9755.026038564585,1985.0,1.0,5.3,11.18,1045,15,2820.0,15,368900.0
H00254,3836.0,4.0,5.0,9324.643926406523,1961.0,2.0,7.0,4.44,1023,15,3588.0,40,577900.0
H00255,1308.0,1.0,1.0,,1950.0,1.0,3.5,15.84,1020,8,2409.0,56,168900.0
H00256,3920.0,6.0,5.0,19272.96942925775,1992.0,2.0,7.8,6.83,1032,21,3032.0,28,680100.0
H00257,1106.0,3.0,2.0,3323.0123683400884,1997.0,1.0,4.8,12.41,1016,20,2370.0,25,200500.0
H00258,1458.0,2.0,3.0,2474.956437816463,2001.0,2.0,7.2,21.58,1030,10,2404.0,27,273300.0
H00259,3479.0,4.0,3.0,4858.568464128023,2019.0,0.0,5.6,4.04,1049,11,1558.0,30,501800.0
H00260,4488.0,5.0,5.0,21509.112393019856,1950.0,2.0,6.0,8.04,1010,27,,74,668600.0
H00261,1435.0,2.0,3.0,3171.458730588933,1975.0,0.0,5.1,25.25,1038,38,,50,159000.0
H00262,2069.0,1.0,1.0,6445.851246191812,1959.0,2.0,6.2,39.68,1046,39,3156.0,47,168700.0
H00263,5133.0,1.0,1.0,7928.774228291273,2015.0,1.0,9.9,5.9,1027,23,1957.0,17,688100.0
H00264,5449.0,6.0,5.0,15311.087657144939,1985.0,3.0,9.0,20.43,1018,4,2781.0,54,735300.0
H00265,3447.0,1.0,1.0,16319.480154449675,1948.0,1.0,7.1,3.26,1013,36,184.0,96,509200.0
H00266,2790.0,4.0,3.0,,1998.0,2.0,6.5,3.67,1009,38,734.0,74,447500.0
H00267,2299.0,3.0,4.0,11242.830913175498,1943.0,1.0,8.0,19.75,1016,13,1091.0,45,358200.0
H00268,3601.0,5.0,4.0,7863.0550928291295,1963.0,2.0,8.5,7.1,1037,17,1311.0,31,594000.0
H00269,3495.0,1.0,2.0,10894.865328507989,2000.0,2.0,5.0,12.75,1026,3,3605.0,35,474700.0
H00270,2044.0,6.0,5.0,9128.94756614139,1982.0,1.0,6.4,3.3,1011,32,1686.0,3,381200.0
H00271,711.0,5.0,5.0,2064.2882115333045,2003.0,1.0,3.2,11.71,1027,31,,3,186700.0
H00272,1342.0,3.0,4.0,3035.6738102585387,1987.0,1.0,8.5,13.72,1040,3,2352.0,77,314700.0
H00273,5296.0,2.0,1.0,23571.470593712187,2010.0,1.0,,3.53,1001,28,1529.0,84,777000.0
H00274,2648.0,6.0,5.0,7100.823791583741,1987.0,3.0,6.6,5.15,1002,18,3527.0,96,539200.0
H00275,2963.0,2.0,2.0,9531.225823363598,1944.0,1.0,2.7,2.91,1048,23,811.0,62,341500.0
H00276,2888.0,3.0,4.0,14182.398637666372,1945.0,0.0,7.6,15.61,1037,11,126.0,92,372500.0
H00277,4435.0,3.0,4.0,8464.802966520574,2005.0,3.0,4.9,8.62,1029,33,2720.0,42,628200.0
H00278,918.0,2.0,2.0,2153.0059811346955,1943.0,0.0,5.3,1.3,1045,17,2386.0,26,169900.0
H00279,1005.0,3.0,3.0,1324.6548026667188,1971.0,1.0,7.6,22.3,1029,34,950.0,25,151600.0
H00280,1951.0,1.0,1.0,5246.206413731149,1941.0,2.0,7.0,7.61,1026,8,3168.0,24,301200.0
H00281,2984.0,1.0,1.0,,1965.0,3.0,5.6,3.58,1011,24,592.0,74,453800.0
H00282,3888.0,2.0,2.0,14712.708149690352,1989.0,2.0,5.3,7.07,1040,14,916.0,1,501500.0
H00283,3004.0,1.0,2.0,5674.620716103958,1954.0,2.0,6.7,1.73,1038,38,563.0,94,501500.0
H00284,2761.0,3.0,3.0,10393.200435691902,1979.0,3.0,5.8,2.71,1015,23,679.0,77,448600.0
H00285,5195.0,6.0,5.0,11435.26842788532,2023.0,0.0,4.5,13.99,1037,29,2661.0,38,662500.0
H00286,1388.0,1.0,1.0,3539.1609442888557,1945.0,3.0,5.9,2.68,1036,6,2567.0,70,233000.0
H00287,3401.0,1.0,1.0,8589.805294917232,1945.0,2.0,7.1,28.12,1005,28,2346.0,14,375700.0
H00288,3256.0,1.0,1.0,12775.426054424306,1962.0,3.0,6.2,1.94,1008,6,3141.0,43,482100.0
H00289,2920.0,4.0,5.0,8680.386783783055,2009.0,1.0,4.0,16.09,1030,16,254.0,11,373300.0
H00290,4557.0,2.0,3.0,11724.868511872372,1974.0,1.0,8.3,16.35,1031,11,,12,664700.0
H00291,1908.0,3.0,3.0,8471.455762123627,1993.0,2.0,1.6,9.18,1033,3,419.0,1,260900.0
H00292,5273.0,1.0,2.0,17788.003466223036,1942.0,2.0,5.7,1.86,1019,24,3488.0,79,658100.0
H00293,2224.0,2.0,2.0,4475.927036784615,2001.0,2.0,5.4,3.39,1041,11,2313.0,74,391100.0
H00294,3270.0,3.0,4.0,15108.5342222134,1945.0,3.0,6.8,5.36,1022,21,2773.0,89,579800.0
H00295,3151.0,3.0,3.0,7884.026114647606,1999.0,2.0,7.5,10.95,1011,31,2084.0,98,519900.0
H00296,4763.0,4.0,3.0,,1952.0,1.0,8.5,28.91,1006,9,1400.0,96,526100.0
H00297,2750.0,5.0,5.0,8468.572340533032,2012.0,1.0,5.2,8.27,1044,29,2503.0,99,461500.0
H00298,1994.0,3.0,2.0,3331.903426109419,1964.0,1.0,7.6,8.71,1035,13,3050.0,2,287400.0
H00299,705.0,6.0,5.0,1484.8516027144742,1955.0,1.0,6.9,11.24,1023,15,649.0,78,261700.0
H00300,2382.0,4.0,5.0,9620.94877521737,1968.0,1.0,3.4,4.44,1011,24,3182.0,72,336700.0
H00301,4648.0,2.0,3.0,7886.990828577889,1940.0,2.0,9.9,1.85,1005,26,,17,655900.0
H00302,648.0,2.0,1.0,2764.619458049377,1953.0,2.0,3.9,17.12,1008,27,313.0,14,94000.0
H00303,4991.0,2.0,3.0,23758.39624523404,1990.0,2.0,7.3,30.27,1006,10,3416.0,97,631900.0
H00304,3259.0,4.0,3.0,11422.214837872067,1965.0,1.0,7.2,12.56,1026,24,657.0,88,470200.0
H00305,1287.0,2.0,1.0,5018.482664506849,1969.0,2.0,7.0,2.4,1010,12,2193.0,33,322200.0
H00306,2080.0,6.0,5.0,8136.188564708226,2007.0,2.0,5.6,7.52,1007,13,,8,440300.0
H00307,3314.0,3.0,2.0,16479.42916749817,1950.0,2.0,8.0,8.59,1014,38,715.0,34,531000.0
H00308,2146.0,6.0,5.0,5360.376220601795,1973.0,2.0,3.7,4.08,1035,6,2346.0,1,352000.0
H00309,1132.0,5.0,5.0,2058.943740825609,1955.0,2.0,6.4,8.23,1025,18,2480.0,69,334000.0
H00310,3863.0,3.0,2.0,12256.663508201289,1980.0,2.0,5.5,26.52,1008,19,2507.0,38,432600.0
H00311,3893.0,2.0,1.0,12560.177736764392,1967.0,2.0,5.3,5.13,1037,12,1252.0,5,555300.0
H00312,1182.0,5.0,5.0,2217.5117324309626,1943.0,2.0,7.3,5.65,1024,32,2993.0,97,367800.0
H00313,1978.0,2.0,2.0,6981.975636927549,1945.0,1.0,8.4,8.7,1010,21,179.0,82,353600.0
H00314,1794.0,2.0,2.0,2249.0911330582044,2011.0,1.0,5.9,5.31,1034,29,3118.0,90,336400.0
H00315,3831.0,6.0,5.0,18102.011069248063,1944.0,1.0,7.9,13.98,1049,17,1103.0,99,510500.0
H00316,4178.0,3.0,3.0,9214.087064401478,2005.0,2.0,6.6,4.07,1027,36,2265.0,2,602700.0
H00317,4162.0,1.0,2.0,5620.068431815917,2016.0,2.0,,7.73,1008,29,3305.0,77,555100.0
H00318,5199.0,3.0,3.0,8377.39761566557,1979.0,2.0,6.0,11.78,1016,15,,78,670500.0
H00319,4366.0,3.0,2.0,9225.122251117878,1966.0,1.0,6.0,2.04,1030,38,1500.0,78,545800.0
H00320,2171.0,6.0,5.0,4864.871109766152,2005.0,1.0,5.2,5.61,1049,35,3023.0,27,398200.0
H00321,1127.0,5.0,5.0,1492.912103848973,2022.0,2.0,7.3,4.95,1046,24,3156.0,39,288700.0
H00322,3611.0,2.0,1.0,8166.450861959912,1950.0,1.0,6.9,4.48,1046,3,858.0,92,490100.0
H00323,5088.0,1.0,1.0,9836.01271005958,2021.0,3.0,,3.83,1041,24,1856.0,7,578800.0
H00324,5378.0,4.0,5.0,14191.248721422797,2019.0,1.0,3.5,1.49,1029,28,,64,743300.0
H00325,1728.0,1.0,1.0,4602.765430574236,1951.0,2.0,,9.39,1032,16,1886.0,79,314900.0
H00326,1758.0,2.0,1.0,4374.307310323474,1944.0,2.0,5.0,0.87,1036,8,1383.0,80,272800.0
H00327,783.0,1.0,1.0,1915.3047230572568,2000.0,2.0,7.0,16.9,1036,23,19.0,60,189600.0
H00328,1292.0,1.0,1.0,1990.9446811984471,1946.0,1.0,7.9,3.25,1032,32,3374.0,76,248500.0
H00329,3318.0,6.0,5.0,4299.394055345503,1990.0,3.0,4.2,2.77,1007,14,2325.0,91,534700.0
H00330,3279.0,1.0,2.0,6453.184602809604,1945.0,2.0,4.0,3.12,1044,19,1685.0,76,384200.0
H00331,2417.0,1.0,1.0,9849.922331050644,1998.0,2.0,9.5,19.19,1001,3,393.0,12,406000.0
H00332,2118.0,6.0,5.0,,1959.0,2.0,7.1,3.34,1021,29,260.0,25,411700.0
H00333,4665.0,2.0,1.0,22057.98350524127,1948.0,0.0,5.7,6.39,1022,35,1747.0,31,530600.0
H00334,2854.0,5.0,5.0,8893.159754678209,1945.0,2.0,4.8,0.97,1049,31,2369.0,34,467800.0
H00335,4560.0,1.0,1.0,14687.443772920042,1955.0,1.0,5.6,14.64,1005,18,950.0,36,514700.0
H00336,5319.0,1.0,1.0,12741.185589666256,1985.0,1.0,4.4,17.33,1024,4,,22,575700.0
H00337,2153.0,1.0,1.0,8915.50812327012,1946.0,2.0,,0.5,1018,21,1432.0,68,369800.0
H00338,1593.0,5.0,5.0,6540.978134731495,2007.0,2.0,5.1,2.92,1005,37,40.0,11,419700.0
H00339,5269.0,4.0,4.0,23226.98999798722,1990.0,0.0,8.5,1.49,1011,6,1960.0,78,784300.0
H00340,3710.0,3.0,2.0,17076.823529321675,1964.0,0.0,5.8,30.37,1021,10,660.0,66,410400.0
H00341,2025.0,2.0,1.0,5772.317465093651,2022.0,1.0,4.6,1.99,1045,33,52.0,96,331500.0
H00342,3647.0,1.0,1.0,15004.221748170406,1995.0,1.0,5.7,10.91,1020,24,474.0,1,496000.0
H00343,3123.0,4.0,5.0,13317.456274112208,1996.0,2.0,1.8,12.55,1044,9,1038.0,30,441200.0
H00344,5037.0,2.0,1.0,11948.502250380436,1954.0,1.0,6.3,21.28,1036,3,1879.0,89,561700.0
H00345,1854.0,4.0,4.0,8771.497457472127,1999.0,2.0,6.2,3.68,1041,18,3612.0,49,415200.0
H00346,5457.0,5.0,4.0,8504.722003637478,1986.0,1.0,8.0,0.99,1042,25,796.0,56,722400.0
H00347,5186.0,6.0,5.0,25817.063859934984,2022.0,0.0,3.1,0.67,1035,34,209.0,3,685600.0
H00348,1485.0,3.0,3.0,6127.621922570499,1980.0,2.0,8.6,7.42,1036,35,698.0,76,350700.0
H00349,1406.0,1.0,2.0,2185.5277929668155,1996.0,1.0,8.0,9.56,1008,19,1165.0,26,273900.0
H00350,3212.0,2.0,1.0,11864.076592910393,1968.0,1.0,8.8,4.08,1036,18,749.0,96,512300.0
H00351,820.0,6.0,5.0,1090.5030444524587,1943.0,3.0,6.4,8.09,1003,37,1173.0,38,277000.0
H00352,2064.0,4.0,4.0,8517.530281880616,1950.0,3.0,8.3,6.33,1037,31,3537.0,19,448300.0
H00353,2731.0,4.0,4.0,11571.375636393343,2012.0,2.0,3.9,4.6,1033,10,1384.0,59,418800.0
H00354,5349.0,3.0,4.0,18663.511286387384,2002.0,0.0,7.8,9.01,1038,28,2316.0,48,729200.0
H00355,5462.0,1.0,2.0,,1970.0,2.0,5.1,0.99,1032,29,2499.0,47,681200.0
H00356,1342.0,6.0,5.0,2109.5655757836985,1998.0,3.0,3.5,1.56,1019,11,475.0,95,340300.0
H00357,4969.0,5.0,5.0,11172.849170183043,1940.0,3.0,4.5,9.72,1019,39,904.0,37,603700.0
H00358,1045.0,6.0,5.0,2898.6989382444945,1943.0,1.0,6.5,33.29,1030,13,1517.0,40,183000.0
H00359,4268.0,6.0,5.0,5810.20006214723,1982.0,1.0,5.0,8.36,1024,23,1679.0,62,544700.0
H00360,4743.0,2.0,1.0,13769.977832730156,1992.0,1.0,7.2,4.59,1017,21,48.0,17,620500.0
H00361,4964.0,2.0,2.0,10959.574465342554,2018.0,1.0,3.2,11.79,1024,28,2353.0,83,589300.0
H00362,1694.0,2.0,2.0,4560.913819901404,2003.0,2.0,2.7,34.65,1027,36,1097.0,23,149800.0
H00363,4977.0,6.0,5.0,14012.196037817695,1961.0,1.0,9.0,3.18,1012,17,1176.0,24,714500.0
H00364,1168.0,4.0,3.0,5304.781037911741,2008.0,1.0,8.1,3.19,1032,17,2200.0,2,318100.0
H00365,3142.0,3.0,3.0,6998.163051711799,1981.0,0.0,4.6,0.5,1016,30,3463.0,34,401300.0
H00366,2900.0,6.0,5.0,13329.049278453316,2009.0,2.0,6.5,3.81,1014,38,3157.0,58,505400.0
H00367,2148.0,4.0,5.0,6054.5454031884,1954.0,1.0,8.3,0.81,1021,36,3575.0,70,443300.0
H00368,708.0,6.0,5.0,,1942.0,1.0,7.3,19.04,1006,30,1509.0,89,223700.0
H00369,4382.0,6.0,5.0,13626.029640709115,1944.0,1.0,6.8,24.58,1030,29,436.0,78,575300.0
H00370,2244.0,1.0,1.0,6254.980551473206,2023.0,3.0,8.5,1.21,1036,31,788.0,32,459700.0
H00371,3842.0,3.0,2.0,8367.93282167991,1946.0,1.0,5.2,33.64,1047,37,1254.0,82,372800.0
H00372,2610.0,5.0,4.0,8117.573543327391,2018.0,2.0,6.6,5.92,1014,3,1095.0,20,475600.0
H00373,2430.0,5.0,5.0,4317.737203249928,2001.0,1.0,,0.5,1027,24,759.0,21,435500.0
H00374,4942.0,1.0,1.0,12539.503557994092,1952.0,0.0,6.0,21.9,1025,4,550.0,36,500500.0
H00375,1062.0,2.0,1.0,3557.70300930608,2012.0,1.0,5.8,3.86,1036,24,681.0,54,204500.0
H00376,4209.0,4.0,4.0,11662.934142420276,1952.0,0.0,6.6,14.55,1031,17,2402.0,21,518300.0
H00377,4259.0,5.0,5.0,18445.1624337183,1952.0,1.0,6.6,3.69,1040,14,1792.0,90,645200.0
H00378,2461.0,1.0,1.0,5354.0105695245675,1988.0,2.0,4.6,2.17,1042,35,137.0,27,353000.0
H00379,1886.0,4.0,3.0,9213.358951166081,1964.0,2.0,7.9,6.76,1006,29,,39,466600.0
H00380,626.0,2.0,1.0,2617.8967432011946,1964.0,0.0,4.7,1.35,1018,23,3074.0,60,110900.0
H00381,5190.0,2.0,3.0,25310.869658722146,1956.0,1.0,6.1,11.82,1033,35,1553.0,43,661400.0
H00382,5243.0,4.0,5.0,22990.12983650608,1991.0,2.0,6.0,14.07,1027,6,,40,688700.0
H00383,1780.0,3.0,4.0,3097.1909544605105,1942.0,1.0,7.1,2.0,1024,26,994.0,98,334500.0
H00384,756.0,4.0,5.0,2419.6145483762675,1960.0,1.0,2.7,11.09,1009,8,1384.0,44,149600.0
H00385,1201.0,2.0,1.0,2216.9479750333267,1986.0,0.0,8.1,9.78,1029,11,1016.0,12,257500.0
H00386,931.0,5.0,4.0,4011.924728124711,1980.0,1.0,5.3,25.58,1037,9,3373.0,73,163300.0
H00387,4672.0,1.0,1.0,15977.38113174056,1998.0,2.0,8.7,0.87,1002,23,3621.0,70,677100.0
H00388,4970.0,6.0,5.0,10939.503750944521,1958.0,3.0,5.6,1.57,1029,26,1252.0,22,708700.0
H00389,1351.0,1.0,2.0,6393.575202490416,1994.0,3.0,6.4,3.74,1045,30,3371.0,85,274700.0
H00390,4259.0,5.0,5.0,6974.994124048657,2003.0,3.0,,1.77,1029,19,,39,714800.0
H00391,1478.0,3.0,2.0,4940.4768028562885,1972.0,1.0,6.0,4.19,1047,37,277.0,15,273900.0
H00392,2399.0,3.0,4.0,9451.949904452802,1961.0,0.0,8.7,0.7,1018,16,1791.0,18,452400.0
H00393,3536.0,1.0,1.0,5033.936026428419,1986.0,1.0,6.6,12.14,1001,8,2396.0,71,451200.0
H00394,4127.0,5.0,4.0,14328.337026359608,1988.0,1.0,7.2,9.65,1034,4,1540.0,22,605200.0
H00395,4885.0,1.0,2.0,21007.574262641418,1947.0,0.0,6.6,5.13,1011,7,1667.0,47,612600.0
H00396,819.0,4.0,5.0,1192.9585079318656,1987.0,0.0,8.0,22.78,1001,19,1803.0,73,164700.0
H00397,1562.0,5.0,5.0,4914.869379300495,1952.0,2.0,5.3,40.0,1009,18,2514.0,85,206000.0
H00398,1974.0,6.0,5.0,4308.289104729329,1987.0,1.0,4.7,4.31,1046,34,1072.0,49,354900.0
H00399,2120.0,5.0,5.0,7884.519381581433,2018.0,1.0,5.4,22.23,1039,7,,90,364000.0
H00400,5490.0,2.0,3.0,9063.847231998863,1985.0,2.0,6.7,4.66,1014,12,888.0,30,746100.0
H00401,4409.0,5.0,5.0,20990.347079739804,2003.0,1.0,6.1,13.52,1030,39,3245.0,87,637300.0
H00402,2170.0,5.0,5.0,9981.931884819678,1966.0,2.0,7.8,14.29,1017,4,309.0,25,394800.0
H00403,5361.0,2.0,1.0,10221.833686823973,2017.0,1.0,8.8,3.51,1009,18,244.0,7,723400.0
H00404,3046.0,1.0,1.0,7396.937958349214,2008.0,2.0,4.7,8.72,1049,10,137.0,72,412000.0
H00405,3053.0,6.0,5.0,10480.988394939812,2017.0,1.0,5.2,3.91,1040,22,1276.0,75,511000.0
H00406,2725.0,1.0,1.0,10705.535495847664,2002.0,2.0,3.9,11.7,1018,39,,92,339300.0
H00407,1305.0,4.0,3.0,3761.1311791797207,1994.0,1.0,10.0,4.23,1018,11,3597.0,92,380400.0
H00408,5178.0,2.0,3.0,,1984.0,1.0,7.0,1.29,1040,16,1659.0,11,700100.0
H00409,668.0,1.0,1.0,1065.9781518692091,2017.0,2.0,7.4,14.38,1023,19,665.0,62,180200.0
H00410,1453.0,5.0,5.0,7263.704331238858,2011.0,1.0,,11.75,1019,32,1344.0,70,253800.0
H00411,1725.0,1.0,1.0,5054.833156062059,1975.0,1.0,6.5,13.81,1019,39,464.0,60,262700.0
H00412,1968.0,5.0,4.0,8886.741432832128,1947.0,3.0,7.4,10.47,1022,6,1722.0,2,380300.0
H00413,1245.0,5.0,5.0,3776.1208779003405,1940.0,0.0,6.0,13.9,1026,21,2660.0,5,245400.0
H00414,688.0,1.0,1.0,3237.0118102146707,1959.0,2.0,8.4,1.94,1002,30,129.0,67,239800.0
H00415,3920.0,2.0,1.0,6011.2637657650175,1945.0,2.0,10.0,12.2,1024,3,2837.0,85,492900.0
H00416,5349.0,5.0,5.0,8736.376886904349,1957.0,1.0,4.8,2.1,1022,32,834.0,18,695900.0
H00417,1196.0,4.0,5.0,,1949.0,2.0,4.7,8.01,1014,11,2453.0,5,280500.0
H00418,2053.0,1.0,1.0,9855.372241612384,2022.0,0.0,4.9,8.34,1018,22,2976.0,40,314400.0
H00419,3081.0,6.0,5.0,7381.848931434981,1948.0,2.0,9.4,3.43,1021,39,2833.0,32,573300.0
H00420,5144.0,2.0,2.0,13115.279079046612,1992.0,1.0,8.4,8.55,1018,26,2445.0,98,634600.0
H00421,4001.0,1.0,2.0,11680.162880380694,1969.0,1.0,6.3,12.13,1045,39,2532.0,92,531400.0
H00422,4354.0,6.0,5.0,12110.278229049341,1954.0,1.0,6.6,6.21,1026,25,684.0,56,642200.0
H00423,3447.0,1.0,2.0,6625.726265768373,1998.0,3.0,5.0,1.11,1025,10,495.0,95,466800.0
H00424,2643.0,4.0,4.0,12194.343331056712,2021.0,2.0,8.1,2.54,1013,28,1391.0,23,512100.0
H00425,1578.0,6.0,5.0,3412.533696871322,2006.0,3.0,5.8,12.62,1045,25,2220.0,99,363800.0
H00426,4835.0,4.0,4.0,18759.96997933289,2021.0,2.0,6.0,5.22,1002,14,2256.0,45,728200.0
H00427,4540.0,4.0,5.0,,1989.0,2.0,,4.03,1027,5,2835.0,48,664100.0
H00428,722.0,3.0,3.0,972.7181531813991,1996.0,2.0,6.2,19.81,1009,26,,6,200500.0
H00429,4105.0,1.0,1.0,15123.541641727385,1952.0,3.0,6.1,4.5,1038,24,3159.0,18,511300.0
H00430,1013.0,4.0,5.0,2520.607642142508,2011.0,2.0,6.5,29.08,1019,31,1639.0,20,193900.0
H00431,4221.0,6.0,5.0,15578.637567350277,2002.0,1.0,7.9,9.8,1015,7,898.0,49,611100.0
H00432,4647.0,1.0,1.0,7236.682800618508,1961.0,2.0,9.5,17.23,1003,22,2684.0,19,561300.0
H00433,1242.0,6.0,5.0,5973.318572650908,1969.0,2.0,7.6,4.78,1039,33,465.0,11,401800.0
H00434,2725.0,3.0,3.0,11020.867304678002,1991.0,1.0,7.9,14.69,1020,35,1479.0,60,485300.0
H00435,1206.0,4.0,4.0,,1941.0,1.0,6.1,2.73,1013,37,2850.0,87,289200.0
H00436,3379.0,1.0,2.0,5807.109208042329,2008.0,1.0,5.2,3.16,1042,10,2814.0,7,442400.0
H00437,5145.0,4.0,5.0,12433.467102824488,1963.0,2.0,7.7,10.96,1001,9,936.0,56,706800.0
H00438,996.0,2.0,1.0,2589.3089926881707,1946.0,1.0,6.8,1.15,1023,24,607.0,96,236000.0
H00439,2548.0,2.0,3.0,8258.720450159588,1967.0,2.0,3.9,3.82,1008,20,116.0,41,336200.0
H00440,5368.0,5.0,5.0,12497.242114774439,2010.0,1.0,5.9,9.61,1007,11,326.0,19,708900.0
H00441,2074.0,1.0,2.0,2966.6430053431395,1963.0,2.0,6.4,23.77,1002,6,3012.0,8,293400.0
H00442,1247.0,3.0,4.0,3244.3670949625784,1985.0,1.0,5.6,2.35,1010,8,2860.0,93,261000.0
H00443,2994.0,4.0,4.0,6488.858462377514,2008.0,3.0,9.2,15.33,1047,15,1846.0,41,506500.0
H00444,3091.0,1.0,1.0,8242.154305268628,1942.0,2.0,7.4,6.09,1022,30,2080.0,11,436500.0
H00445,3848.0,2.0,2.0,7497.621216007071,2003.0,1.0,9.0,36.9,1049,5,1192.0,86,454000.0
H00446,2137.0,3.0,4.0,4691.155699290391,1964.0,1.0,7.0,18.37,1014,6,700.0,80,311000.0
H00447,5282.0,4.0,4.0,,1998.0,1.0,6.6,7.19,1038,12,41.0,70,732500.0
H00448,3153.0,6.0,5.0,8434.226353613629,1955.0,1.0,4.8,13.01,1005,35,2452.0,9,462900.0
H00449,2003.0,6.0,5.0,5032.451158770272,1951.0,2.0,6.5,0.5,1006,39,128.0,9,470900.0
H00450,5305.0,2.0,1.0,,2006.0,3.0,6.5,16.5,1001,19,383.0,22,667200.0
H00451,5131.0,1.0,1.0,21206.782453266693,2007.0,2.0,4.0,3.01,1045,4,2893.0,16,651500.0
H00452,3045.0,1.0,1.0,,2022.0,2.0,5.5,12.27,1033,3,2127.0,53,450500.0
H00453,721.0,4.0,3.0,2474.885905704492,1996.0,1.0,5.9,7.25,1037,34,1787.0,39,208400.0
H00454,3524.0,1.0,2.0,17167.41259683032,1979.0,2.0,7.2,3.57,1046,19,797.0,76,508000.0
H00455,3320.0,2.0,1.0,10569.301119713327,1956.0,2.0,7.3,21.87,1017,5,546.0,11,421300.0
H00456,1326.0,6.0,5.0,6175.488028556602,1964.0,1.0,5.5,0.5,1036,33,1702.0,73,361400.0
H00457,3706.0,6.0,5.0,15624.332832878408,1994.0,3.0,7.3,4.58,1025,22,1308.0,93,659000.0
H00458,4719.0,6.0,5.0,6715.755143086814,1969.0,1.0,6.2,3.38,1027,15,1949.0,13,659600.0
H00459,1118.0,2.0,2.0,3164.5836455499907,1980.0,2.0,1.3,2.36,1033,19,603.0,65,141500.0
H00460,4144.0,4.0,3.0,15969.359632388232,1954.0,3.0,5.6,7.66,1024,11,844.0,51,588300.0
H00461,1287.0,4.0,5.0,6370.0132790191665,1976.0,2.0,8.4,7.66,1002,37,412.0,10,390800.0
H00462,4269.0,2.0,3.0,12558.67187048029,1959.0,1.0,3.5,6.71,1004,32,1549.0,29,483000.0
H00463,2653.0,4.0,4.0,4119.007277233311,1949.0,2.0,6.7,9.17,1025,10,1008.0,79,414700.0
H00464,631.0,4.0,3.0,2104.7855991265146,1951.0,1.0,9.4,2.71,1028,30,815.0,87,261400.0
H00465,5334.0,3.0,2.0,8966.146815318976,1983.0,2.0,5.1,25.99,1036,9,2005.0,37,561500.0
H00466,1413.0,5.0,4.0,5730.8091269641745,1970.0,1.0,6.5,0.53,1029,19,1815.0,11,348500.0
H00467,3520.0,5.0,4.0,11014.68751804874,1948.0,2.0,4.2,21.66,1010,30,766.0,25,447500.0
H00468,1489.0,4.0,5.0,5880.119368552362,1983.0,3.0,9.4,0.59,1018,4,2551.0,84,453300.0
H00469,5171.0,5.0,4.0,23287.986025797614,1953.0,1.0,6.4,3.5,1022,29,1254.0,57,705400.0
H00470,4217.0,5.0,4.0,15139.040395826636,1941.0,1.0,6.6,5.51,1049,11,1245.0,43,563100.0
H00471,4541.0,4.0,5.0,16017.330577727049,1951.0,2.0,8.9,1.83,1027,28,1744.0,2,724400.0
H00472,2717.0,2.0,3.0,11051.036472296017,1977.0,1.0,7.7,4.85,1032,21,507.0,78,441300.0
H00473,2890.0,5.0,4.0,12719.840825953193,2020.0,1.0,4.9,4.34,1037,3,1533.0,47,530500.0
H00474,3708.0,5.0,5.0,16694.915470157477,1960.0,0.0,5.3,10.13,1018,31,2125.0,54,572300.0
H00475,4445.0,6.0,5.0,5949.342435279582,1963.0,1.0,7.4,3.93,1048,12,469.0,84,699900.0
H00476,4750.0,1.0,1.0,15739.234857200097,1960.0,2.0,5.4,5.16,1034,38,2061.0,56,569500.0
